X,Y,Z,Movement,SegmentID
315,319,387,Falling,81
310,329,395,Falling,81
320,313,380,Falling,82
307,318,382,Falling,82
301,309,380,Falling,82
299,303,370,Falling,82
318,326,391,Falling,82
315,323,389,Falling,82
315,328,384,Falling,82
314,329,382,Falling,82
322,330,386,Falling,82
319,333,386,Falling,82
323,333,386,Falling,82
324,334,382,Falling,82
321,335,386,Falling,82
322,336,386,Falling,82
317,335,384,Falling,82
320,329,392,Falling,83
327,337,390,Falling,83
320,330,380,Falling,83
320,322,383,Falling,83
323,327,382,Falling,83
322,329,381,Falling,83
323,330,391,Falling,83
318,329,401,Falling,83
324,336,395,Falling,83
336,336,390,Falling,83
325,336,385,Falling,83
328,335,397,Falling,83
330,334,397,Falling,83
322,334,391,Falling,83
325,330,387,Falling,83
328,329,387,Falling,84
328,328,388,Falling,84
326,329,388,Falling,84
329,322,414,Falling,84
327,329,385,Falling,84
324,319,384,Falling,84
328,327,387,Falling,84
326,329,386,Falling,84
333,315,391,Falling,84
314,313,334,Falling,84
319,329,373,Falling,84
318,340,381,Falling,84
317,339,380,Falling,84
319,345,380,Falling,84
326,346,386,Falling,84
318,341,384,Falling,85
312,340,385,Falling,85
314,340,389,Falling,85
321,336,389,Falling,85
326,341,385,Falling,85
308,330,386,Falling,85
315,336,387,Falling,85
322,334,391,Falling,85
317,333,388,Falling,85
324,331,385,Falling,85
325,322,397,Falling,85
330,327,386,Falling,86
329,324,387,Falling,86
323,328,380,Falling,86
327,328,389,Falling,86
353,326,386,Falling,86
350,327,417,Falling,86
318,316,378,Falling,86
340,327,384,Falling,86
325,325,378,Falling,86
322,324,381,Falling,86
306,322,369,Falling,86
339,326,390,Falling,86
337,329,382,Falling,86
336,322,387,Falling,86
